Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
876,689,Defenders,4,$3.99,Marvel,"31,081"
878,799,Black Panther,13,$3.99,Marvel,"31,061"
881,800,Spider-Man,16,$3.99,Marvel,"31,000"
883,881,Generation X,2,$3.99,Marvel,"30,970"
884,803,Amazing Spider-Man Renew Your Vows,8,$3.99,Marvel,"30,961"
885,1002,Avengers,3.1,$3.99,Marvel,"30,908"
889,804,Daredevil,23,$3.99,Marvel,"30,816"
890,809,Avengers,7,$3.99,Marvel,"30,784"
893,802,Deadpool,36,$3.99,Marvel,"30,699"
894,819,Hulk,4,$3.99,Marvel,"30,667"
895,810,Cable,3,$3.99,Marvel,"30,662"
896,816,Spider-Men II,4,$3.99,Marvel,"30,633"
899,812,Star Wars Jedi Republic Mace Windu,4,$3.99,Marvel,"30,515"
901,828,Ben Reilly Scarlet Spider,2,$3.99,Marvel,"30,463"
902,826,Spider-Man,19,$3.99,Marvel,"30,461"
903,827,Invincible Iron Man,9,$3.99,Marvel,"30,407"
904,814,Venom,153,$3.99,Marvel,"30,388"
905,834,Infamous Iron Man,5,$3.99,Marvel,"30,380"
906,924,Jean Grey,2,$3.99,Marvel,"30,380"
911,836,All New X-Men,18,$3.99,Marvel,"30,331"
913,509,Guardians of the Galaxy,19,$4.99,Marvel,"30,322"
919,764,U.S. Avengers,11,$3.99,Marvel,"30,174"
920,833,Star Wars Jedi Republic Mace Windu,5,$3.99,Marvel,"30,149"
921,864,Invincible Iron Man,594,$3.99,Marvel,"30,130"
922,840,Daredevil,26,$3.99,Marvel,"30,094"
924,838,Deadpool Vs. Punisher,4,$3.99,Marvel,"30,072"
926,1024,U.S. Avengers,2,$3.99,Marvel,"30,019"
930,843,Black Panther,16,$3.99,Marvel,"29,969"
931,853,All New Wolverine,17,$3.99,Marvel,"29,752"
932,856,Spider-Gwen,17,$3.99,Marvel,"29,683"
934,545,Doctor Strange,25,$4.99,Marvel,"29,664"
935,813,All New Guardians of the Galaxy,5,$3.99,Marvel,"29,618"
940,865,Spider-Man,17,$3.99,Marvel,"29,537"
941,857,All New Wolverine,28,$3.99,Marvel,"29,512"
942,850,Deadpool Vs. Punisher,5,$3.99,Marvel,"29,505"
943,1041,Iron Fist,2,$3.99,Marvel,"29,492"
946,867,Peter Parker Spectacular Spider-Man,298,$3.99,Marvel,"29,431"
948,866,Star Wars Poe Dameron,21,$3.99,Marvel,"29,424"
950,910,Incredible Hulk,710,$3.99,Marvel,"29,389"
954,874,Doctor Strange,24,$3.99,Marvel,"29,262"
957,880,Amazing Spider-Man Renew Your Vows,6,$3.99,Marvel,"29,191"
961,887,Daredevil,19,$3.99,Marvel,"29,028"
962,892,Hulk,3,$3.99,Marvel,"29,027"
963,888,Uncanny Avengers,27,$3.99,Marvel,"29,010"
966,883,All New Wolverine,26,$3.99,Marvel,"28,976"
968,885,Star Wars Poe Dameron,22,$3.99,Marvel,"28,922"
970,898,Defenders,5,$3.99,Marvel,"28,908"
975,1076,Royals,2,$3.99,Marvel,"28,848"
977,899,Punisher,10,$3.99,Marvel,"28,808"
978,917,Mighty Captain Marvel,3,$3.99,Marvel,"28,803"
979,904,Spider-Gwen,21,$3.99,Marvel,"28,774"
981,911,Spider-Gwen,19,$3.99,Marvel,"28,664"
982,916,Infamous Iron Man,6,$3.99,Marvel,"28,659"
983,912,All New Guardians of the Galaxy,9,$3.99,Marvel,"28,637"
984,901,Despicable Deadpool,291,$3.99,Marvel,"28,583"
986,920,Invincible Iron Man,7,$3.99,Marvel,"28,562"
989,922,Spider-Men II,5,$3.99,Marvel,"28,531"
990,907,Spider-Man Deadpool,22,$3.99,Marvel,"28,526"
994,923,Thanos,9,$3.99,Marvel,"28,425"
997,927,Invincible Iron Man,595,$3.99,Marvel,"28,349"
1000,930,Daredevil,18,$3.99,Marvel,"28,297"
