Comic_ID,Publish Date,Comic-book Title,Price,Publisher,Est. units,Unformatted Total,Total
315110261,2011,Uncanny X-Men Annual,3.99,Marvel,41600.0,165984.0,165.98K
315110262,2011,New Mutants,2.99,Marvel,41600.0,124384.00000000001,124.38K
315110263,2011,Secret Avengers,3.99,Marvel,41500.0,165585.0,165.59K
315110264,2011,Ultimate Comics Ultimates,3.99,Marvel,41400.0,165186.0,165.19K
315110265,2011,Mighty Thor,3.99,Marvel,41000.0,163590.0,163.59K
315110266,2011,X-Men Legacy,2.99,Marvel,41000.0,122590.00000000001,122.59K
315110267,2011,Journey Into Mystery,2.99,Marvel,41000.0,122590.00000000001,122.59K
315110268,2011,X-Men,3.99,Marvel,41000.0,163590.0,163.59K
315110269,2011,New Mutants,2.99,Marvel,40900.0,122291.00000000001,122.29K
315110270,2011,Venom,2.99,Marvel,40700.0,121693.00000000001,121.69K
315110271,2011,Ultimate Fallout,3.99,Marvel,40700.0,162393.0,162.39K
315110272,2011,X-Men Legacy,2.99,Marvel,40600.0,121394.00000000001,121.39K
315110273,2011,Fear Itself Uncanny X-Force,2.99,Marvel,40500.0,121095.00000000001,121.10K
315110274,2011,Invincible Iron Man,3.99,Marvel,40500.0,161595.0,161.59K
315110275,2011,X-Men Legacy,2.99,Marvel,40300.0,120497.00000000001,120.50K
315110276,2011,Wolverine,3.99,Marvel,40200.0,160398.0,160.40K
315110277,2011,Wolverine,3.99,Marvel,40100.0,159999.0,160.00K
315110278,2011,X-Men,3.99,Marvel,40100.0,159999.0,160.00K
315110279,2011,Daredevil,2.99,Marvel,40100.0,119899.00000000001,119.90K
315110280,2011,Ultimate Comics X-Men,3.99,Marvel,39800.0,158802.0,158.80K
315110281,2011,Ultimate Comics Ultimates,3.99,Marvel,39700.0,158403.0,158.40K
315110282,2011,X-Men Legacy,2.99,Marvel,39400.0,117806.00000000001,117.81K
315110283,2011,Incredible Hulks,3.99,Marvel,39400.0,157206.0,157.21K
