Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
914,774,Uncanny X-Force,13,$3.99,Marvel,"30,600"
918,1067,Thunderbolts,15,$2.99,Marvel,"30,400"
919,1070,Superior Foes of Spider-Man,3,$2.99,Marvel,"30,400"
920,785,Marvel Knights X-Men,1,$3.99,Marvel,"30,300"
921,784,Cataclysm Ultimate Spider-Man,2,$3.99,Marvel,"30,300"
922,1079,FF,8,$2.99,Marvel,"30,300"
923,780,Savage Wolverine,11,$3.99,Marvel,"30,300"
929,796,Avengers Assemble,19,$3.99,Marvel,"30,100"
932,798,Savage Wolverine,12,$3.99,Marvel,"30,000"
938,1090,Avengers AI,3,$2.99,Marvel,"29,800"
940,1093,Avengers Arena,7,$2.99,Marvel,"29,700"
941,806,Secret Avengers,10,$3.99,Marvel,"29,600"
945,813,Ultimate Comics Wolverine,1,$3.99,Marvel,"29,400"
946,814,Avengers Assemble,12,$3.99,Marvel,"29,400"
947,1101,Thunderbolts,16,$2.99,Marvel,"29,400"
950,1106,FF,9,$2.99,Marvel,"29,300"
951,817,Secret Avengers,36,$3.99,Marvel,"29,300"
953,1105,X-Men Legacy,7,$2.99,Marvel,"29,200"
956,826,Cataclysm Ultimates,1,$3.99,Marvel,"29,100"
957,1112,Thunderbolts,12,$2.99,Marvel,"29,100"
959,829,Avengers Assemble,20,$3.99,Marvel,"29,000"
962,835,Secret Avengers,6,$3.99,Marvel,"28,900"
963,1118,Fantastic Four,14,$2.99,Marvel,"28,800"
965,837,Infinity Hunt,2,$3.99,Marvel,"28,700"
966,1150,Fearless Defenders,2,$2.99,Marvel,"28,700"
967,1120,Thunderbolts,13,$2.99,Marvel,"28,700"
968,839,Cable and X-Force,16,$3.99,Marvel,"28,700"
970,838,Avenging Spider-Man,19,$3.99,Marvel,"28,700"
971,840,Avengers Assemble,13,$3.99,Marvel,"28,700"
973,1122,X-Men Legacy,9,$2.99,Marvel,"28,600"
974,1124,Thunderbolts,17,$2.99,Marvel,"28,600"
975,1138,Young Avengers,7,$2.99,Marvel,"28,600"
976,841,X-Men,40,$3.99,Marvel,"28,500"
977,843,Uncanny X-Force,14,$3.99,Marvel,"28,500"
979,1133,X-Men Legacy,8,$2.99,Marvel,"28,500"
983,848,A Plus X,8,$3.99,Marvel,"28,300"
986,1146,Avengers Arena,8,$2.99,Marvel,"28,200"
990,1158,Young Avengers,8,$2.99,Marvel,"28,100"
991,857,Astonishing X-Men,60,$3.99,Marvel,"28,000"
994,863,Nova,11,$3.99,Marvel,"28,000"
997,869,Daredevil End of Days,4,$3.99,Marvel,"27,800"
999,1164,FF,10,$2.99,Marvel,"27,800"
